name,lat ,lon,銘柄
（株）津乃嘉商店,34.9532533,135.771313,"['若戎', '月の桂', '酒吞童子', '富久錦', '春鹿', '超久']"
（有）菊屋,34.856086,135.6966396,"['酒吞童子']"
（株）ヤスイ,34.9888415,135.7211793,"['若戎', '月の桂']"
（株）サンフェステ本店,35.0093486,135.580475,"['旭日', '月の桂']"
（株）サンフェステ舞鶴店,35.4422766,135.355828,"['酒吞童子', '超久']"
リカーショップ　サカイ,35.4743219,135.3958936,"['酒吞童子']"
ギフト館　藤善　東舞鶴店 - （株）藤善　　東舞鶴店,35.4684618,135.3977055,"['酒吞童子']"
（有）山長　梅田店,34.6987076,135.4995633,"['若戎']"
（株）永田商店,34.693309,135.5141674,"['酒吞童子', '春鹿', '超久']"
（株）浅野日本酒店　ＵＭＥＤＡ,34.7021634,135.5052559,"['月の桂', '富久錦', '春鹿']"
酒蔵　なかやま,34.7137118,135.5067367,"['富久錦']"
酒工房 梅本,34.7270765,135.4939138,"['若戎', '春鹿', '超久']"
（株）ムライ,34.7149615,135.5313849,"['春鹿']"
ワールドリカー桜の宮 - 桜宮酒類食品（株）,34.7031737,135.5239968,"['春鹿', '超久']"
（有）アムト,34.7329174,135.5532877,"['春鹿']"
なかの酒店,34.6922736,135.5801062,"['春鹿']"
（株）白木商店,34.6637251,135.5070367,"['富久錦', '超久']"
コスモリカー寺田町店 - マルタカ（株）,34.649149,135.5248482,"['春鹿', '嘉美心']"
（有）さくらだ酒店,34.6584627,135.5503636,"['春鹿', '超久']"
篠原酒店,34.6019475,135.5791337,"['若戎', '春鹿']"
（株）大川,34.6664987,135.4764115,"['春鹿']"
折口酒店 - （株）折口,34.6518457,135.5047462,"['若戎', '春鹿', '超久']"
きくや酒販（株）,34.6603388,135.5046124,"['超久']"
高木酒店,34.7579234,135.5093879,"['春鹿']"
（株）酒専やまもと,34.8337613,135.5333064,"['春鹿']"
（株）にしじま,34.7960737,135.5744787,"['富久錦']"
酒蔵雪江堂　大阪 - （株）雪江堂　大阪,34.8527188,135.5799025,"['春鹿', '嘉美心']"
Ｂｅｅｒｓ　コニシ - （株）小西,34.7328631,135.5592791,"['春鹿', '超久']"
酒好きのおやじのいる　こめよし - （有）米芳商店,34.7636375,135.6180813,"['春鹿']"
太田屋,34.7856831,135.6271822,"['蓬莱泉', '月の桂', '春鹿', '司牡丹']"
（株）奥広屋,34.7510497,135.613395,"['酒吞童子', '春鹿', '五橋']"
（株）もりけん酒米店,34.796738,135.6417255,"['春鹿']"
（株）大東サッシ工業所　夢市場事業部,34.7961059,135.6893794,"['春鹿']"
酒のあかぎ - 赤木酒店,34.6657329,135.5906749,"['春鹿']"
（有）大西商店,34.6627622,135.5623495,"['春鹿']"
大木酒店,34.6944854,135.6048439,"['春鹿']"
（株）酒寅,34.6074592,135.632244,"['春鹿']"
谷酒店,34.5713102,135.5953882,"['春鹿']"
三城酒店,34.5719272,135.4817449,"['富久錦']"
酒の戸松屋　金岡店,34.5624544,135.5175319,"['春鹿', '超久']"
酒の戸松屋　本店,34.5631617,135.5091481,"['春鹿', '超久']"
（株）とめ河,34.4832566,135.3976533,"['若戎', '春鹿', '超久']"
リカーズ　フジタ,34.4594394,135.3659341,"['春鹿']"
酒商あべ - （株）オフィス安部,34.4380576,135.3713892,"['酒吞童子', '春鹿', '超久']"
（株）深井中野酒本店,34.5354443,135.487681,"['蓬莱泉', '富久錦', '春鹿']"
樫原屋酒店,34.2399855,135.1777002,"['超久']"
（株）岩内商店,34.2234146,135.1668498,"['春鹿', '超久']"
奥野酒店,34.1551571,135.20825,"['超久']"
酒ショップなかや - （有）なかや,34.049985,135.1905591,"['超久']"
（株）曽根,33.8353714,135.1776911,"['超久']"
酒のダイナミック - （有）ダイナミック,33.7379523,135.3853759,"['超久']"
岡本酒店,33.7312473,135.3824872,"['超久']"
とれとれ酒店 - （株）南紀白浜酒店,33.6782195,135.3778817,"['超久']"
（株）八尾源,34.6401559,135.802361,"['春鹿']"
日比商店,34.1493953,132.2143759,"['五橋']"
しらき酒店,34.1249053,132.1996176,"['五橋']"
（株）江木食品,34.1627613,132.0926458,"['五橋']"
（株）まつもと,33.9672572,132.1091559,"['五橋']"
原田酒店（株）,33.9734947,131.9210618,"['五橋']"
酒やの山善 - （有）山善,33.9424827,131.9665472,"['五橋']"
竹本本店,34.0583133,131.9786579,"['五橋']"
中嶋酒店 - （有）ナカシマ,34.0325982,131.8451157,"['五橋']"
冨永酒造（株）,34.0269674,131.8290246,"['五橋']"
リカーショップくすのき,34.0569552,131.8246759,"['五橋']"
（有）山本屋,34.0735505,131.7714146,"['五橋']"
ビッグ１ - （株）ナカガワ,34.0626532,131.5696763,"['五橋']"
池田屋酒店,34.0550122,131.5531159,"['五橋']"
藤吉酒店,34.0391685,131.5672634,"['五橋']"
有吉酒店,33.9581198,130.9427426,"['五橋']"
（株）梶原酒店,33.9601053,130.9405091,"['五橋']"
（株）酒のバッカス　下関,33.9522193,130.9288453,"['五橋']"
大丸下関店内アールアンドダブリュ - アールアンドダブリュ（株）,33.9489466,130.9235456,"['五橋']"
（有）三宅商店,33.9246157,130.920891,"['五橋']"
ムラタ,34.1876806,131.4768704,"['五橋']"
アサヤ - （株）浅屋商店,34.17825,131.4786424,"['五橋']"
チアーズ フジグラン宇部店 - （株）リカースペース太陽 チアーズ,33.930585,131.256172,"['五橋']"
（有）篠澤酒舗,33.961954,131.2323474,"['五橋']"
リカースペース太陽 萩店 - （株）リカースペース太陽,34.4105423,131.4074565,"['五橋']"
（株）リカースペース太陽　厚南２号店,33.9838928,131.2091491,"['五橋']"
（有）酒屋の宇山,35.4482464,133.0649877,"['豊の秋', '七冠馬']"
（株）錦織,35.4558862,133.0604841,"['豊の秋', '七冠馬']"
地酒家つねまつ,35.4716193,133.0543396,"['豊の秋', '七冠馬']"
（有）槙戸商店,35.4847138,133.0595737,"['豊の秋', '七冠馬']"
（有）ナガサワ,35.3542734,132.7582846,"['豊の秋']"
酒・タバコ専門店　西屋 - （株）西屋,35.3825056,132.7385328,"['豊の秋', '七冠馬']"
酒の山尾 - （有）渡辺酒店,35.014527,132.2258526,"['七冠馬']"
安部屋酒店,35.1971876,133.0040211,"['豊の秋', '七冠馬', '賀茂泉']"
（資）丸新醤油醸造元,34.6702574,131.7596964,"['五橋']"
（株）谷本酒店,35.4955853,134.2295706,"['仙禽']"
（有）いなしま酒店,35.4298114,133.8156537,"['']"
（有）深田酒店,35.4241437,133.3350297,"['豊の秋']"
（株）米子しんまち天満屋,35.4405835,133.3410831,"['豊の秋']"
酒のたなか - （有）田中知義商店,35.4869601,133.7845662,"['嘉美心']"
たかつか酒店,35.4272862,133.3849625,"['豊の秋']"
（株）酒商山田 酒のマエダ,34.4871079,133.364386,"['嘉美心']"
（株）三和酒店,34.4842465,133.3985949,"['嘉美心']"
（有）酒のたかはし,34.4070526,133.1911924,"['嘉美心']"
（株）大和屋酒舗,34.3928644,132.4658787,"['賀茂泉', '五橋']"
住田（株）,34.3889038,132.4691971,"['賀茂泉']"
ヤマヤス酒販,34.4538189,132.4724962,"['賀茂泉']"
福島酒店,34.4704907,132.4510677,"['賀茂泉']"
のづ酒店,34.3653843,132.3717674,"['賀茂泉']"
（株）デイ・リンク　庚午店,34.3858704,132.4174296,"['賀茂泉', '五橋']"
アクト中食（株）,34.3654602,132.3948604,"['嘉美心', '賀茂泉']"
（有）カジカワ,34.3725377,132.3758247,"['賀茂泉']"
（有）岡村酒店,34.3851157,132.4090869,"['賀茂泉']"
（有）リカーショップ　イシカワ,34.3865424,132.4102468,"['賀茂泉', '五橋']"
（株）呉　山城屋,34.2431432,132.5651644,"['賀茂泉']"
Ｌｅｔ’ｓ　ｅｎｊｏｙ酒生活・酒文化　タナカ - リカー＆フーズ　タナカ,34.3668152,132.3331406,"['賀茂泉']"
住田屋　西条店 - （有）住田　西条店,34.4177528,132.7506853,"['賀茂泉']"
住田屋　八本松店 - （有）住田　八本松店,34.4466632,132.7069209,"['賀茂泉']"
酒游館 - （有）やましち,34.240339,132.2229703,"['賀茂泉', '五橋']"
（有）小橋酒店,34.6693262,133.9223461,"['嘉美心']"
（有）樋口商店,34.6679464,133.916266,"['嘉美心']"
（株）森脇英一商店,34.6731497,133.9286893,"['嘉美心']"
バッカスノースランド店 - （株）バッカス,35.0806287,134.0047395,"['嘉美心']"
リカーショップ　きど,34.6011685,133.7704943,"['嘉美心']"
ワインショップ　しんじ,34.6036073,133.7713043,"['嘉美心']"
酒工房　あおえ,34.5973467,133.7438957,"['嘉美心']"
リカーランドカモガタ,34.5272455,133.5902073,"['嘉美心']"
むかい酒店 - （株）エル・エス・エム,33.8433837,132.7715914,"['鳴門鯛', '梅錦', '司牡丹']"
向井酒店,33.8359549,132.7719085,"['梅錦']"
宮岡酒店,33.8244054,132.7513631,"['梅錦', '司牡丹']"
モアイ - （有）酒吉,33.8472727,132.7704695,"['梅錦', '司牡丹']"
津田酒店 - 津田食品（有）,33.8519211,132.7604344,"['梅錦', '司牡丹']"
（有）ヤマケイ,33.8602378,132.7769688,"['梅錦']"
わいんと地酒の店　かたやま,33.8154635,132.7775281,"['梅錦', '司牡丹']"
（株）フジ　フジグラン松山,33.8449343,132.7524322,"['梅錦']"
藤田酒店,33.8042688,132.886511,"['梅錦']"
（株）フジ　フジグラン重信店,33.7958352,132.8325215,"['梅錦']"
（株）フジ　フジグラン　エミフル松前店,33.79135,132.7166429,"['梅錦']"
横田酒店,33.5519351,132.65544,"['梅錦', '司牡丹']"
（株）松本酒店　酒のアイコウ,33.9653665,133.2800535,"['梅錦']"
（株）丸屋近藤酒店,33.9657911,133.2906201,"['梅錦']"
リカーショップ　酒タカオカ - （株）高岡酒店,33.9699012,133.2954665,"['梅錦']"
リカーショップおだに - （有）小谷酒店,33.5296444,132.5730848,"['司牡丹']"
リカー＆クオリティ　サミット - （有）末光商店,33.3583932,132.5180355,"['梅錦', '司牡丹']"
土師酒店,33.2161728,132.5679542,"['梅錦', '司牡丹']"
（有）赤松酒店,33.2513178,132.6833595,"['梅錦']"
リカー＆フード　タニカク - （有）タニカク,34.0097614,133.5734706,"['梅錦']"
石川友一商店,33.9927961,133.6011199,"['梅錦', '司牡丹']"
酒のタケモト - （資）竹本商店,33.9800295,133.5455044,"['梅錦']"
リカーハウス　むらかみ - （株）むらかみ,33.9324865,133.0869103,"['梅錦', '司牡丹']"
白石酒販（有）,34.0462368,133.0208181,"['梅錦']"
澄酒,34.346018,134.0531061,"['鳴門鯛']"
ふくしま屋 - （有）福島商店,34.344556,134.0686007,"['司牡丹']"
（株）久本酒店,34.3089955,134.0378259,"['司牡丹']"
（株）松田酒販,34.2953721,133.7958343,"['鳴門鯛', '司牡丹']"
（株）さこぐち酒店,34.2100947,133.7764925,"['梅錦']"
（有）高木屋酒店,34.1811943,133.8439465,"['梅錦', '司牡丹']"
（有）おおにし酒みせ,34.1299061,133.6760576,"['司牡丹']"
近藤印　高知酒店,33.5687635,133.5575673,"['司牡丹']"
（有）近藤酒店,33.5614052,133.5529388,"['司牡丹']"
（有）秋山酒類食料品店,33.5600524,133.5444399,"['司牡丹']"
（有）古谷商店,33.5626393,133.5414197,"['司牡丹']"
池沢酒店 - （有）池沢茂猪商店,33.5521642,133.4974432,"['司牡丹']"
清水酒販 - （有）シミズ,33.5167989,133.5731652,"['司牡丹']"
サンシャイン弘岡,33.5052285,133.4604652,"['司牡丹']"
用石屋 - 横川酒店,33.4963838,133.4220374,"['司牡丹']"
藤戸酒店,33.5499389,133.4204646,"['司牡丹']"
（有）響屋,33.5252054,133.7980201,"['司牡丹']"
野町酒店,33.2859804,134.1501735,"['司牡丹']"
内田酒店,33.5643845,133.5903008,"['司牡丹']"
酒の溝渕 - （株）溝渕商店,33.575688,133.6414203,"['司牡丹']"
サンシャイン　ディスカ,33.440955,133.2113509,"['司牡丹']"
（有）地酒屋,33.1992933,132.9736088,"['司牡丹']"
リカーショップ　しまむら - 嶋村酒店,32.991813,132.9398733,"['司牡丹']"
なんかいリカー,32.9327417,132.7182267,"['司牡丹']"
まきのさんの道の駅・佐川 - 一般財団法人しあわせづくり佐川,33.5038879,133.3189469,"['司牡丹']"
山八酒店,33.3292241,133.2302273,"['司牡丹']"
（株）鹿の子,34.0646972,134.5496601,"['鳴門鯛']"
酒の大安 - （有）大安,34.0838958,134.2804484,"['鳴門鯛', '梅錦']"
小林酒店,32.7756473,129.9521328,"['萬代']"
さかい酒舎,32.7697134,129.8654253,"['萬代']"
お酒のとくやま,32.7744345,129.8621249,"['萬代']"
酒のさかえ,32.8473694,130.0517596,"['香露']"
鶴川米穀酒店,32.8571047,130.0391711,"['香露']"
土佐屋 - とさや酒店,32.7277388,130.2069072,"['萬代']"
（株）ささや,32.7879807,130.3555453,"['萬代']"
（有）富屋,32.9356164,129.9391133,"['西の関']"
（有）酒の一斗　佐々店,33.2335498,129.645972,"['萬代']"
堤酒店,33.170272,129.7242838,"['西の関']"
（有）むらなか,33.1914931,129.6532782,"['西の関']"
（株）ひかり酒販,32.8532961,130.0700287,"['萬代']"
地酒処　山田酒店 - 合同会社山田酒店,33.2455343,130.2958075,"['香露']"
原岡酒店,33.3673473,130.5207025,"['萬代']"
ラ・フィット　くしだ,33.3107141,130.3730662,"['萬代']"
馬渡商店,33.2098414,130.0447787,"['西の関']"
伊東酒店,33.1148038,130.0014631,"['']"
（有）酒のナガタ,33.4413253,129.9721506,"['']"
（有）酒の一斗　伊万里店,33.2648712,129.8655666,"['萬代']"
良酒屋本店 - グッドリカー（株）,33.2908906,130.2773196,"['']"
薩摩屋 - （株）たけうち,33.8898428,130.9293819,"['萬代']"
（有）山田芳太郎酒店,33.9555476,130.96526,"['西の関']"
シマダ酒店,33.9446211,130.965205,"['萬代']"
（有）酒の阿波屋,33.9513383,130.9771442,"['五橋']"
酒の中村園 魚町店 - 酒の中村園（株）,33.8827758,130.880801,"['萬代']"
（株）井筒屋　小倉本店,33.8845096,130.8783326,"['萬代', '西の関']"
（有）酒のしまぞえ,33.8751153,130.8936364,"['萬代']"
酒のうちお - （有）内尾商会,33.8713228,130.893148,"['萬代']"
河口酒店,33.864075,130.8876823,"['萬代']"
（資）力丸酒店,33.878524,130.8783523,"['西の関']"
いくらや酒店,33.88306,130.8677074,"['萬代']"
酒の筑後屋,33.8918804,130.8603383,"['萬代']"
城戸酒店,33.8929087,130.8492382,"['萬代']"
川口屋酒店,33.8730967,130.8529167,"['萬代', '西の関']"
（有）ひらしま酒店,33.8589361,130.8205888,"['']"
地酒とギフトの店　天野屋 - （株）てのや商店,33.890643,130.6707469,"['萬代']"
（株）銘酒館倉松,33.905427,130.8072611,"['萬代']"
みつばや酒店,33.9031197,130.8118319,"['萬代']"
（株）ＶＩＥＷ　栗本酒店,33.8908325,130.7625611,"['萬代', '西の関']"
（有）友添本店,33.5870055,130.4073318,"['萬代']"
（株）高吉,33.5746898,130.37937,"['']"
牛尾酒店,33.5308684,130.3248952,"['萬代']"
カネヒコ酒店,33.5367911,130.4376262,"['萬代']"
（有）笑中や　宮内商店,33.568682,130.529246,"['萬代']"
（有）ひさや,33.6025491,130.4609557,"['萬代']"
今泉酒類販売（株）,33.6079155,130.459211,"['萬代']"
千鳥屋酒店,33.7473119,130.4822885,"['萬代']"
（有）なかの酒店,33.7004783,130.4743453,"['萬代']"
かごしま屋,33.8523212,130.668522,"['萬代']"
水上酒店,33.8494182,130.6734893,"['萬代']"
（株）石田商店,33.5924713,130.413604,"['萬代']"
（有）吉塚酒店,33.5993854,130.4296464,"['萬代']"
酒のヤマダ屋,33.5980803,130.418329,"['萬代']"
丸允（有）,33.616766,130.4262026,"['萬代']"
（株）まことや,33.6464185,130.4444469,"['萬代']"
（株）高田,33.5841869,130.3623345,"['萬代']"
松尾酒店,33.5777204,130.3729946,"['若竹', '開運', '萬代']"
（有）新栄酒販,33.5349281,130.3837628,"['萬代']"
森江酒店,33.5577178,130.4295469,"['萬代']"
福田酒店,33.5221225,130.4890099,"['萬代']"
リーバイ - アークラプロ（株）,33.4549304,130.5420788,"['萬代']"
酒匠,33.4971347,130.5223219,"['萬代']"
（株）溝口商店,33.5594475,130.321701,"['萬代']"
柴田酒店,33.5815003,130.2736021,"['萬代']"
酒みせ　ちきゅう屋,33.5890937,130.1542757,"['萬代']"
倉重酒店,33.6511367,130.6542765,"['萬代']"
（有）酒の昌屋,33.6465578,130.6746908,"['萬代']"
（株）片島屋,33.6438703,130.6847374,"['西の関']"
門司酒店,33.7372271,130.7061699,"['萬代']"
酒屋あづま,33.7279951,130.9737716,"['西の関']"
大鶴酒店,33.726583,130.9740918,"['萬代']"
（有）古賀美酒店,33.3116334,130.5228107,"['萬代']"
青木酒店,33.3084038,130.5160079,"['萬代']"
平田商販（株）,33.2162025,130.3687575,"['香露']"
深町酒店,33.2094526,130.4992912,"['萬代']"
（株）ＨＩＲＡＫＡＷＡ,33.0313409,130.4411282,"['香露']"
扇屋酒店,33.4257619,130.65485,"['萬代']"
やまえみちのお酒屋さん - （有）山家道酒店,33.4787222,130.5652066,"['萬代']"
後藤商店,33.3575179,130.6685368,"['西の関']"
江上酒店,33.3461217,130.6879349,"['萬代']"
view! - （株）福城屋,32.8000885,130.6958421,"['香露']"
酒の津本屋 - （有）津本屋酒店,32.7766791,130.6725828,"['香露']"
（株）久屋酒販,32.7995579,130.7062317,"['香露']"
（有）堤酒店,32.8055912,130.7109356,"['香露']"
入船 - （株）やまだ商店,32.8878053,130.6854507,"['萬代', '香露']"
ぷちショップ山鹿店 - （有）栗原等商店,33.0015815,130.6864216,"['香露']"
（有）野口商店,32.7807276,130.7902213,"['香露']"
はやし酒店 - （有）林酒店,32.7451692,130.6824238,"['香露']"
飛鳥名酒販売近見店 - （有）熊本飛鳥,32.7612076,130.6978564,"['香露']"
（株）マルエイ　岩崎店　酒販部,32.9317303,130.561675,"['香露']"
酒のセザキ - （株）瀬崎酒店,32.9266051,130.5596327,"['萬代', '香露']"
（株）きもとの蔵,32.4971725,130.5988633,"['']"
銘酒イナムラ - （株）イナムラ,32.5130535,130.622805,"['萬代', '香露']"
モンマート　つかもと - （資）塚本酒店,32.2146663,130.7576242,"['香露']"
（株）ユーマートトクナガ　長洲店,32.9310519,130.4531193,"['香露']"
こが酒販 - （株）古賀酒販,32.6506538,130.6739984,"['香露']"
（株）大平酒店,33.2438191,131.6151807,"['西の関']"
明野酒類（株）,33.2265184,131.6592264,"['西の関']"
（株）シロサキ,33.2498307,131.6250816,"['西の関']"
酒スタジアム　ヨコヤマ　万田店 - （株）横山酒販,33.5845369,131.1872202,"['西の関']"
（株）エトーシン,33.2767105,131.5033103,"['西の関']"
（有）小谷商店,33.2773863,131.5003027,"['西の関']"
（有）フジスエ,32.9339415,131.8352365,"['西の関']"
古川酒店 - （有）プロフィット,32.9594432,131.8777298,"['西の関']"
大塚酒店 - （株）オオツカ,33.318252,130.9344858,"['西の関']"
（有）アリタ商店,33.3750174,131.4952116,"['西の関']"
タマルヤ商店 - （有）タマルヤ,33.2490922,131.8642869,"['西の関']"
（有）髙木酒店,33.0744363,131.8630363,"['西の関']"
（有）下谷商店,33.2649145,131.3561192,"['西の関']"
（有）ナガサト酒店,31.5261667,130.5037508,"['香露']"
（株）吉山中町支店　酒舗かごしま屋,31.5929885,130.5557528,"['香露']"
（有）マルナカ,31.816946,130.3137282,"['香露']"
（有）赤塚屋百貨店,31.7399786,130.7670373,"['香露']"
リカーショップ　美乃屋 - （株）マルシン,31.736033,130.6650884,"['香露']"
こまみず酒店,31.5060022,131.1093401,"['香露']"
（有）酒蔵大隅家,31.5931232,130.99871,"['香露']"
山口本店,32.558741,131.6761252,"['西の関']"
福島酒店（名）,31.5341405,131.3722516,"['西の関']"

